"","symbol","date","open","high","low","close","volume","adjusted","ma7","ma200","RSI"
"1","ADA-USD",2019-01-01,0.040984,0.042547,0.040308,0.042547,14962902,0.042547,NA,NA,NA
"2","ADA-USD",2019-01-02,0.042568,0.045563,0.041982,0.045258,24151526,0.045258,NA,NA,NA
"3","ADA-USD",2019-01-03,0.045106,0.045259,0.042535,0.042682,21126963,0.042682,NA,NA,NA
"4","ADA-USD",2019-01-04,0.042629,0.044092,0.042477,0.043812,16024029,0.043812,NA,NA,NA
"5","ADA-USD",2019-01-05,0.043659,0.04557,0.04335,0.044701,25100965,0.044701,NA,NA,NA
"6","ADA-USD",2019-01-06,0.044709,0.049637,0.044709,0.049261,51366407,0.049261,NA,NA,NA
"7","ADA-USD",2019-01-07,0.049266,0.050744,0.047579,0.047996,45688431,0.047996,0.0451795714285714,NA,NA
"8","ADA-USD",2019-01-08,0.04814,0.050021,0.046749,0.048525,34626383,0.048525,0.0460335714285714,NA,NA
"9","ADA-USD",2019-01-09,0.048567,0.05274,0.048533,0.052169,55364234,0.052169,0.0470208571428571,NA,NA
"10","ADA-USD",2019-01-10,0.052049,0.054636,0.042756,0.044529,91162431,0.044529,0.0472847142857143,NA,NA
"11","ADA-USD",2019-01-11,0.044322,0.045157,0.042749,0.044147,35963011,0.044147,0.0473325714285714,NA,NA
"12","ADA-USD",2019-01-12,0.044154,0.04463,0.043099,0.043704,18224445,0.043704,0.0471901428571429,NA,NA
"13","ADA-USD",2019-01-13,0.043812,0.043812,0.039807,0.040241,21758341,0.040241,0.0459015714285714,NA,NA
"14","ADA-USD",2019-01-14,0.040249,0.044484,0.040204,0.044059,30269131,0.044059,0.0453391428571429,NA,NA
"15","ADA-USD",2019-01-15,0.044157,0.044385,0.042045,0.04281,24504027,0.04281,0.0445227142857143,NA,50.3833931018397
"16","ADA-USD",2019-01-16,0.042768,0.045247,0.042514,0.044777,35481507,0.044777,0.0434667142857143,NA,53.2694724613191
"17","ADA-USD",2019-01-17,0.044868,0.046222,0.044024,0.045318,38222964,0.045318,0.0435794285714286,NA,54.0609539624324
"18","ADA-USD",2019-01-18,0.045308,0.045308,0.043957,0.044316,18937100,0.044316,0.0436035714285714,NA,52.2943075276436
"19","ADA-USD",2019-01-19,0.044275,0.046441,0.043984,0.04575,23657402,0.04575,0.0438958571428571,NA,54.5818115049774
"20","ADA-USD",2019-01-20,0.045674,0.045981,0.042552,0.043477,26755022,0.043477,0.0443581428571429,NA,50.4522216839669
"21","ADA-USD",2019-01-21,0.043541,0.043671,0.042534,0.042937,16583935,0.042937,0.0441978571428571,NA,49.4941633215407
"22","ADA-USD",2019-01-22,0.042889,0.04408,0.041876,0.043578,22963399,0.043578,0.0443075714285714,NA,50.6911397224022
"23","ADA-USD",2019-01-23,0.043548,0.044112,0.042695,0.0429,15241102,0.0429,0.0440394285714286,NA,49.3586506849864
"24","ADA-USD",2019-01-24,0.042937,0.043487,0.042537,0.043027,12440167,0.043027,0.0437121428571429,NA,49.6257659789553
"25","ADA-USD",2019-01-25,0.043097,0.043248,0.042454,0.042691,12663796,0.042691,0.04348,NA,48.8910106564973
"26","ADA-USD",2019-01-26,0.042687,0.043539,0.042533,0.042649,13550564,0.042649,0.043037,NA,48.7937595624498
"27","ADA-USD",2019-01-27,0.042666,0.04268,0.040897,0.041168,20835107,0.041168,0.0427071428571429,NA,45.3669093197559
"28","ADA-USD",2019-01-28,0.041137,0.041318,0.037283,0.038772,30041137,0.038772,0.0421121428571429,NA,40.4209169331031
"29","ADA-USD",2019-01-29,0.038713,0.03942,0.037044,0.038251,19526240,0.038251,0.0413511428571429,NA,39.4146628422163
"30","ADA-USD",2019-01-30,0.038177,0.040075,0.037798,0.039656,26151501,0.039656,0.0408877142857143,NA,43.499520396266
"31","ADA-USD",2019-01-31,0.039699,0.040287,0.037953,0.038374,22222102,0.038374,0.040223,NA,40.7966205071691
"32","ADA-USD",2019-02-01,0.038441,0.039136,0.037117,0.038678,18778624,0.038678,0.0396497142857143,NA,41.7213720241746
"33","ADA-USD",2019-02-02,0.038598,0.039317,0.038222,0.039317,12312317,0.039317,0.0391737142857143,NA,43.7116291666079
"34","ADA-USD",2019-02-03,0.039259,0.039411,0.037812,0.038029,12940762,0.038029,0.0387252857142857,NA,40.6948791509372
"35","ADA-USD",2019-02-04,0.03813,0.038595,0.037796,0.037857,12233074,0.037857,0.0385945714285714,NA,40.2949434733861
"36","ADA-USD",2019-02-05,0.037824,0.038347,0.037444,0.037896,13348305,0.037896,0.0385438571428571,NA,40.4378793931245
